pmid	pair_id	set	DS.score.pred	up_ccline
18559666	P0DN76_P84103	DSP predicted	1	no
18559666	P0DN76_Q8WU68	DSP predicted	1	no
18559666	P26368_P61011	DSP predicted	1	no
18559666	P26368_P82979	predicted & curated	1	no
18559666	P26368_Q01081	DSP predicted	1	no
18559666	P26368_Q14498	DSP predicted	1	no
18559666	P26368_Q8WU68	DSP predicted	1	no
18559666	P42345_Q01081	DSP predicted	1	no
18559666	P42345_Q7Z780	DSP predicted	1	no
18559666	P54793_Q01081	DSP predicted	1	no
18559666	P55036_Q01081	DSP predicted	1	no
18559666	P61011_P82979	DSP predicted	1	no
18559666	P61011_Q9UHX1	DSP predicted	1	no
18559666	P82979_Q01081	predicted & curated	1	no
18559666	P82979_Q07955	DSP predicted	1	no
18559666	P82979_Q59FA2	DSP predicted	1	no
18559666	P82979_Q765I0	DSP predicted	1	no
18559666	P82979_Q7Z780	DSP predicted	1	no
18559666	P82979_Q8TF01	DSP predicted	1	no
18559666	P82979_Q8WU68	DSP predicted	1	no
18559666	P82979_Q96IZ7	DSP predicted	1	no
18559666	P84103_Q01081	predicted & curated	1	no
18559666	P84103_Q7Z780	DSP predicted	1	no
18559666	P84103_Q9UFS1	DSP predicted	1	no
18559666	Q01081_Q01130	predicted & curated	1	no
18559666	Q01081_Q07955	predicted & curated	1	no
18559666	Q01081_Q14498	DSP predicted	1	no
18559666	Q01081_Q8WU68	DSP predicted	1	no
18559666	Q14498_Q8TF01	DSP predicted	1	no
18559666	Q14498_Q96IZ7	DSP predicted	1	no
18559666	Q7Z780_Q8WU68	DSP predicted	1	no
18660514	A0A1W2PPP2_P28482	DSP predicted	0	yes
18660514	A0A1W2PPP2_Q1HBJ4	DSP predicted	0	yes
18660514	A0A1W2PPP2_Q499G7	DSP predicted	0	yes
18660514	A0A1W2PQQ0_P28482	DSP predicted	0	yes
18660514	A0A1W2PQQ0_Q1HBJ4	DSP predicted	0	yes
18660514	A0A1W2PQQ0_Q499G7	DSP predicted	0	yes
18660514	A0A1W2PR07_P28482	DSP predicted	0	yes
18660514	A0A1W2PR07_Q1HBJ4	DSP predicted	0	yes
18660514	A0A1W2PR07_Q499G7	DSP predicted	0	yes
18660514	P19544_P28482	DSP predicted	0	yes
18660514	P19544_Q1HBJ4	DSP predicted	0	yes
18660514	P19544_Q499G7	DSP predicted	0	yes
18660514	P28482_Q6PI38	DSP predicted	0	yes
18660514	Q01094_Q96IZ0	predicted & curated	0	yes
18660514	Q01094_Q9NR28	DSP predicted	0	yes
18660514	Q1HBJ4_Q6PI38	DSP predicted	0	yes
18660514	Q499G7_Q6PI38	DSP predicted	0	yes
18660514	Q96IZ0_Q9NR28	DSP predicted	0	yes
19095693	A0A024R126_A0A087X1W2	DSP predicted	0	no
19095693	A0A024R126_B4DPW8	DSP predicted	0	no
19095693	A0A024R126_B7Z9U0	DSP predicted	0	no
19095693	A0A024R126_H7C2I1	DSP predicted	0	no
19095693	A0A024R126_P30279	DSP predicted	0	no
19095693	A0A024R126_P40763	DSP predicted	0	no
19095693	A0A024R126_Q07666	DSP predicted	0	no
19095693	A0A024R126_Q15596	DSP predicted	0	no
19095693	A0A024R126_Q6FII1	DSP predicted	0	no
19095693	A0A024R126_Q99873	DSP predicted	0	no
19095693	A0A024R126_Q9UFF9	DSP predicted	0	no
19095693	A0A024R126_Q9Y2Q3	DSP predicted	0	no
19095693	A0A087X1W2_B2R4R0	DSP predicted	0	no
19095693	A0A087X1W2_B4DPW8	DSP predicted	0	no
19095693	A0A087X1W2_F5GXF0	DSP predicted	0	no
19095693	A0A087X1W2_P22736	DSP predicted	0	no
19095693	A0A087X1W2_P40763	DSP predicted	0	no
19095693	A0A087X1W2_P62805	DSP predicted	0	no
19095693	A0A087X1W2_Q01094	DSP predicted	0	no
19095693	A0A087X1W2_Q07666	DSP predicted	0	no
19095693	A0A087X1W2_Q15596	DSP predicted	0	no
19095693	A0A087X1W2_Q15788	DSP predicted	0	no
19095693	A0A087X1W2_Q6FII1	DSP predicted	0	no
19095693	A0A087X1W2_Q6ZMM6	DSP predicted	0	no
19095693	A0A087X1W2_Q9BSD8	DSP predicted	0	no
19095693	A0A087X1W2_Q9Y2Q3	DSP predicted	0	no
19095693	A0A0A0MRA8_A0A0A0MSN7	DSP predicted	0	no
19095693	A0A0A0MRA8_O60678	DSP predicted	0	no
19095693	A0A0A0MRA8_Q8WUV3	DSP predicted	0	no
19095693	A0A0A0MSN7_A8K968	DSP predicted	0	no
19095693	A0A0A0MSN7_Q9Y2J2	DSP predicted	0	no
19095693	A8K968_O60678	DSP predicted	0	no
19095693	A8K968_Q8WUV3	DSP predicted	0	no
19095693	B2R4R0_H7C2I1	DSP predicted	0	no
19095693	B2R4R0_Q99873	DSP predicted	0	no
19095693	B4DPW8_F5GXF0	DSP predicted	0	no
19095693	B4DPW8_H7C2I1	DSP predicted	0	no
19095693	B4DPW8_P22736	DSP predicted	0	no
19095693	B4DPW8_Q6ZMM6	DSP predicted	0	no
19095693	B4DPW8_Q99873	DSP predicted	0	no
19095693	B7Z9U0_F5GXF0	DSP predicted	0	no
19095693	B7Z9U0_P22736	DSP predicted	0	no
19095693	B7Z9U0_Q6ZMM6	DSP predicted	0	no
19095693	F5GXF0_H7C2I1	DSP predicted	0	no
19095693	F5GXF0_P30279	DSP predicted	0	no
19095693	F5GXF0_P40763	DSP predicted	0	no
19095693	F5GXF0_Q07666	DSP predicted	0	no
19095693	F5GXF0_Q15596	DSP predicted	0	no
19095693	F5GXF0_Q6FII1	DSP predicted	0	no
19095693	F5GXF0_Q99873	DSP predicted	0	no
19095693	F5GXF0_Q9UFF9	DSP predicted	0	no
19095693	F5GXF0_Q9Y2Q3	DSP predicted	0	no
19095693	H7C2I1_P22736	DSP predicted	0	no
19095693	H7C2I1_P40763	DSP predicted	0	no
19095693	H7C2I1_P62805	DSP predicted	0	no
19095693	H7C2I1_Q01094	DSP predicted	0	no
19095693	H7C2I1_Q07666	DSP predicted	0	no
19095693	H7C2I1_Q15596	DSP predicted	0	no
19095693	H7C2I1_Q15788	DSP predicted	0	no
19095693	H7C2I1_Q6FII1	DSP predicted	0	no
19095693	H7C2I1_Q6ZMM6	DSP predicted	0	no
19095693	H7C2I1_Q9BSD8	DSP predicted	0	no
19095693	H7C2I1_Q9Y2Q3	DSP predicted	0	no
19095693	O60678_Q9Y2J2	DSP predicted	0	no
19095693	P12004_P12931	DSP predicted	0	no
19095693	P12931_Q7RTX0	DSP predicted	0	no
19095693	P12931_Q99873	DSP predicted	0	no
19095693	P22736_P30279	DSP predicted	0	no
19095693	P22736_P40763	DSP predicted	0	no
19095693	P22736_Q07666	DSP predicted	0	no
19095693	P22736_Q15596	predicted & curated	0	no
19095693	P22736_Q60749	IMEx curated		
19095693	P22736_Q6FII1	DSP predicted	0	no
19095693	P22736_Q99873	predicted & curated	0	no
19095693	P22736_Q9UFF9	DSP predicted	0	no
19095693	P22736_Q9Y2Q3	DSP predicted	0	no
19095693	P30279_Q6ZMM6	DSP predicted	0	no
19095693	P40763_Q6ZMM6	DSP predicted	0	no
19095693	P40763_Q7RTX0	DSP predicted	0	no
19095693	P40763_Q99873	DSP predicted	0	no
19095693	P41235_Q99873	DSP predicted	0	no
19095693	P61978_Q7RTX0	DSP predicted	0	no
19095693	P62805_Q99873	DSP predicted	0	no
19095693	Q01094_Q99873	DSP predicted	0	no
19095693	Q07666_Q6ZMM6	DSP predicted	0	no
19095693	Q07666_Q7RTX0	DSP predicted	0	no
19095693	Q07666_Q99873	DSP predicted	0	no
19095693	Q12888_Q7RTX0	DSP predicted	0	no
19095693	Q15596_Q6ZMM6	DSP predicted	0	no
19095693	Q15596_Q99873	DSP predicted	0	no
19095693	Q15788_Q99873	DSP predicted	0	no
19095693	Q60749_Q99873	IMEx curated		
19095693	Q6FII1_Q6ZMM6	DSP predicted	0	no
19095693	Q6FII1_Q99873	DSP predicted	0	no
19095693	Q6ZMM6_Q99873	DSP predicted	0	no
19095693	Q6ZMM6_Q9UFF9	DSP predicted	0	no
19095693	Q6ZMM6_Q9Y2Q3	DSP predicted	0	no
19095693	Q7RTX0_Q99873	DSP predicted	0	no
19095693	Q8WUV3_Q9Y2J2	DSP predicted	0	no
19095693	Q99873_Q9BSD8	DSP predicted	0	no
19095693	Q99873_Q9Y2Q3	DSP predicted	0	no
19116655	O00161_P63027	DSP predicted	0	yes
19116655	P01308_P14672	DSP predicted	0	yes
19116655	P63027_Q12846	DSP predicted	0	yes
19116655	P63045_Q60770	IMEx curated		
19116655	Q08850_Q60770	IMEx curated		
19142223	A0A024R1N4_A0A087WYP9	DSP predicted	0	no
19142223	A0A024R1N4_A0A0S2Z5U8	DSP predicted	0	no
19142223	A0A024R1N4_A6NFV8	DSP predicted	0	no
19142223	A0A024R1N4_D6RJC6	DSP predicted	0	no
19142223	A0A024R1N4_Q96EV8	DSP predicted	0	no
19142223	A0A087WYP9_B1AHC9	DSP predicted	0	no
19142223	A0A087WYP9_B4DE32	DSP predicted	0	no
19142223	A0A087WYP9_B4E356	DSP predicted	0	no
19142223	A0A087WYP9_F5GYB0	DSP predicted	0	no
19142223	A0A087WYP9_P12956	DSP predicted	0	no
19142223	A0A087WYP9_P13010	DSP predicted	0	no
19142223	A0A087WYP9_P78527	DSP predicted	0	no
19142223	A0A087WYP9_Q13367	DSP predicted	0	no
19142223	A0A0S2Z5U8_B1AHC9	DSP predicted	0	no
19142223	A0A0S2Z5U8_B4DE32	DSP predicted	0	no
19142223	A0A0S2Z5U8_B4E356	DSP predicted	0	no
19142223	A0A0S2Z5U8_F5GYB0	DSP predicted	0	no
19142223	A0A0S2Z5U8_P12956	DSP predicted	0	no
19142223	A0A0S2Z5U8_P13010	DSP predicted	0	no
19142223	A0A0S2Z5U8_P78527	DSP predicted	0	no
19142223	A0A0S2Z5U8_Q13367	DSP predicted	0	no
19142223	A2A5R2_Q91WZ8	IMEx curated		
19142223	A6NFV8_B1AHC9	DSP predicted	0	no
19142223	A6NFV8_B4DE32	DSP predicted	0	no
19142223	A6NFV8_B4E356	DSP predicted	0	no
19142223	A6NFV8_F5GYB0	DSP predicted	0	no
19142223	A6NFV8_P12956	DSP predicted	0	no
19142223	A6NFV8_P13010	DSP predicted	0	no
19142223	A6NFV8_P78527	DSP predicted	0	no
19142223	A6NFV8_Q13367	DSP predicted	0	no
19142223	B1AHC9_D6RJC6	DSP predicted	0	no
19142223	B1AHC9_Q96EV8	DSP predicted	0	no
19142223	B4DE32_D6RJC6	DSP predicted	0	no
19142223	B4DE32_Q96EV8	DSP predicted	0	no
19142223	B4E356_D6RJC6	DSP predicted	0	no
19142223	B4E356_Q96EV8	DSP predicted	0	no
19142223	D6RJC6_F5GYB0	DSP predicted	0	no
19142223	D6RJC6_P12956	DSP predicted	0	no
19142223	D6RJC6_P13010	DSP predicted	0	no
19142223	D6RJC6_P78527	DSP predicted	0	no
19142223	D6RJC6_Q13367	DSP predicted	0	no
19142223	F5GYB0_Q96EV8	DSP predicted	0	no
19142223	O55143_Q91WZ8	IMEx curated		
19142223	P09874_Q96EV8	IMEx curated		
19142223	P12956_P13010	DSP predicted	0	no
19142223	P12956_Q86UG4	DSP predicted	0	no
19142223	P12956_Q96EV8	predicted & curated	0	no
19142223	P13010_Q96EV8	predicted & curated	0	no
19142223	P42704_Q96EV8	IMEx curated		
19142223	P48962_Q91WZ8	IMEx curated		
19142223	P78527_Q96EV8	predicted & curated	0	no
19142223	Q03265_Q91WZ8	IMEx curated		
19142223	Q13367_Q96EV8	predicted & curated	0	no
19142223	Q80YE7_Q91WZ8	IMEx curated		
19142223	Q86UG4_Q96EV8	DSP predicted	0	no
19142223	Q8BMS1_Q91WZ8	IMEx curated		
19142223	Q91WZ8_Q99JY0	IMEx curated		
19142223	Q91WZ8_Q9JME5	IMEx curated		
19503796	B7Z392_Q03188	DSP predicted	0	no
19503796	M0QYC5_Q03188	DSP predicted	0	no
19503796	O75182_Q03188	DSP predicted	0	no
19503796	P07199_Q03188	DSP predicted	0	no
19503796	P16403_Q03188	DSP predicted	0	no
19503796	P16403_Q15485	DSP predicted	0	no
19503796	P49450_Q03188	predicted & curated	0	no
19503796	P49450_Q15485	DSP predicted	0	no
19503796	Q03188_Q03188	IMEx curated		
19503796	Q03188_Q15485	DSP predicted	0	no
19654328	A0A024R534_A0A024RC24	DSP predicted	0	no
19654328	A0A024R534_Q9P2X3	DSP predicted	0	no
19654328	A0A024RC24_O94776	DSP predicted	0	no
19654328	K9JA46_Q8IX07	DSP predicted	0	no
19654328	O09106_O35615	IMEx curated		
19654328	O35615_O88712	IMEx curated		
19654328	O35615_O94776	IMEx curated		
19654328	O35615_P17679	IMEx curated		
19654328	O35615_P56546	IMEx curated		
19654328	O35615_P70288	IMEx curated		
19654328	O35615_Q60973	IMEx curated		
19654328	O35615_Q6ZQ88	IMEx curated		
19654328	O35615_Q80YR6	IMEx curated		
19654328	O35615_Q8VHR5	IMEx curated		
19654328	O35615_Q9R190	IMEx curated		
19654328	O60341_Q13363	DSP predicted	0	no
19654328	O60341_Q8IX07	DSP predicted	0	no
19654328	O88712_P17679	IMEx curated		
19654328	O88712_P56546	IMEx curated		
19654328	O88712_Q9R190	IMEx curated		
19654328	O94776_Q8IX07	DSP predicted	0	no
19654328	O94776_Q9P2X3	DSP predicted	0	no
19654328	P07900_Q8IX07	DSP predicted	0	no
19654328	P15976_Q13363	DSP predicted	0	no
19654328	P15976_Q8IX07	DSP predicted	0	no
19654328	P56545_Q8IX07	DSP predicted	0	no
19654328	P61006_Q13363	DSP predicted	0	no
19654328	P61006_Q8IX07	DSP predicted	0	no
19654328	Q13363_Q8IX07	DSP predicted	0	no
19654328	Q13547_Q8IX07	DSP predicted	0	no
19654328	Q6IT96_Q8IX07	DSP predicted	0	no
19654328	Q86SX1_Q8IX07	DSP predicted	0	no
19654328	Q8IX07_Q9UKL0	DSP predicted	0	no
19654328	Q8IX07_Q9Y6A5	DSP predicted	0	no
19917778	O95999_P25942	DSP predicted	0	no
19917778	P11274_P25942	DSP predicted	0	no
19917778	P25942_Q9UDY8	DSP predicted	0	no
19917778	Q13114_Q9UDY8	predicted & curated	0	no
19917778	Q13114_Q9Y275	DSP predicted	0	no
19917778	Q2TBA3_Q60803	IMEx curated		
19917778	Q96RJ3_Q9UDY8	DSP predicted	0	no
19917778	Q96RJ3_Q9Y275	DSP predicted	0	no
19917778	Q9UDY8_Q9ULW0	DSP predicted	0	no
19917778	Q9UDY8_Q9Y275	DSP predicted	0	no
19917778	Q9ULW0_Q9Y275	DSP predicted	0	no
20035625	A0A024RAY2_A0A140VJU7	DSP predicted	0	no
20035625	A0A024RAY2_C9J020	DSP predicted	0	no
20035625	A0A024RAY2_D3DSZ4	DSP predicted	0	no
20035625	A0A024RAY2_P08047	DSP predicted	0	no
20035625	A0A024RAY2_Q15628	DSP predicted	0	no
20035625	A0A024RAY2_Q86UG4	DSP predicted	0	no
20035625	A0A024RAY2_Q9BQ69	DSP predicted	0	no
20035625	A0A087WT22_A0A140VJU7	DSP predicted	0	no
20035625	A0A087WT22_C9J020	DSP predicted	0	no
20035625	A0A087WT22_D3DSZ4	DSP predicted	0	no
20035625	A0A087WT22_Q86UG4	DSP predicted	0	no
20035625	A0A087WXZ1_A0A140VJU7	DSP predicted	0	no
20035625	A0A087WXZ1_C9J020	DSP predicted	0	no
20035625	A0A087WXZ1_D3DSZ4	DSP predicted	0	no
20035625	A0A087WXZ1_Q86UG4	DSP predicted	0	no
20035625	A0A087X1Q1_A0A140VJU7	DSP predicted	0	no
20035625	A0A087X1Q1_C9J020	DSP predicted	0	no
20035625	A0A087X1Q1_D3DSZ4	DSP predicted	0	no
20035625	A0A087X1Q1_Q86UG4	DSP predicted	0	no
20035625	A0A140VJU7_H2EHT1	DSP predicted	0	no
20035625	A0A140VJU7_K7PPA8	DSP predicted	0	no
20035625	A0A140VJU7_P04637	DSP predicted	0	no
20035625	A0A140VJU7_P05783	DSP predicted	0	no
20035625	A0A140VJU7_Q53GA5	DSP predicted	0	no
20035625	A0A140VJU7_Q9BQ69	DSP predicted	0	no
20035625	B7Z7I2_P01375	DSP predicted	0	no
20035625	B7Z7I2_Q5STB3	DSP predicted	0	no
20035625	B7Z7I2_Q9BQ69	DSP predicted	0	no
20035625	C9J020_H2EHT1	DSP predicted	0	no
20035625	C9J020_K7PPA8	DSP predicted	0	no
20035625	C9J020_P04637	DSP predicted	0	no
20035625	C9J020_P05783	DSP predicted	0	no
20035625	C9J020_Q53GA5	DSP predicted	0	no
20035625	C9J020_Q9BQ69	DSP predicted	0	no
20035625	D3DSZ4_H2EHT1	DSP predicted	0	no
20035625	D3DSZ4_K7PPA8	DSP predicted	0	no
20035625	D3DSZ4_P04637	DSP predicted	0	no
20035625	D3DSZ4_P05783	DSP predicted	0	no
20035625	D3DSZ4_Q53GA5	DSP predicted	0	no
20035625	D3DSZ4_Q9BQ69	DSP predicted	0	no
20035625	E5KQF5_P01375	DSP predicted	0	no
20035625	E5KQF5_Q5STB3	DSP predicted	0	no
20035625	E5KQF5_Q9BQ69	DSP predicted	0	no
20035625	E5KQF6_P01375	DSP predicted	0	no
20035625	E5KQF6_Q5STB3	DSP predicted	0	no
20035625	E5KQF6_Q9BQ69	DSP predicted	0	no
20035625	F1D8N3_Q9BQ69	DSP predicted	0	no
20035625	F1D8N4_P01375	DSP predicted	0	no
20035625	F1D8N4_Q5STB3	DSP predicted	0	no
20035625	F1D8N4_Q9BQ69	DSP predicted	0	no
20035625	H2EHT1_Q86UG4	DSP predicted	0	no
20035625	K7PPA8_Q86UG4	DSP predicted	0	no
20035625	P01375_P04150	DSP predicted	0	no
20035625	P01375_Q9BQ69	DSP predicted	0	no
20035625	P03372_P05783	DSP predicted	0	no
20035625	P03372_Q9BQ69	predicted & curated	0	no
20035625	P04150_Q5STB3	DSP predicted	0	no
20035625	P04150_Q9BQ69	DSP predicted	0	no
20035625	P04637_Q86UG4	DSP predicted	0	no
20035625	P05783_P08047	DSP predicted	0	no
20035625	P05783_Q15628	DSP predicted	0	no
20035625	P05783_Q86UG4	DSP predicted	0	no
20035625	P05783_Q9BQ69	predicted & curated	0	no
20035625	P08047_Q15628	DSP predicted	0	no
20035625	Q0PTK2_Q9BQ69	DSP predicted	0	no
20035625	Q53GA5_Q86UG4	DSP predicted	0	no
20035625	Q5STB3_Q9BQ69	DSP predicted	0	no
20035625	Q7LCB3_Q9BQ69	DSP predicted	0	no
20035625	Q86UG4_Q9BQ69	DSP predicted	0	no
20035625	Q92731_Q9BQ69	DSP predicted	0	no
20179161	A4QPA9_Q13526	DSP predicted	0	no
20179161	B4DFY5_Q13526	DSP predicted	0	no
20179161	F8W9F9_Q13526	DSP predicted	0	no
20179161	H3BRW9_Q13526	DSP predicted	0	no
20179161	P04049_Q13526	IMEx curated		
20179161	Q02750_Q13526	predicted & curated	0	no
20179161	Q13526_Q9Y3S1	DSP predicted	0	no
20207734	A0A024R6R4_O75173	DSP predicted	3	no
20207734	A0A024R6R4_O95450	DSP predicted	3	no
20207734	A0A024R6R4_P13497	DSP predicted	3	no
20207734	O75173_P08253	DSP predicted	3	no
20207734	O95450_P08253	DSP predicted	3	no
20207734	O95450_Q15113	DSP predicted	3	no
20207734	P01033_P08253	DSP predicted	3	no
20207734	P01033_P13497	DSP predicted	3	no
20207734	P01033_Q15113	DSP predicted	3	no
20207734	P08253_P13497	DSP predicted	3	no
20207734	P08253_Q15113	predicted & curated	3	no
20207734	P13497_P30989	DSP predicted	3	no
20207734	P13497_Q15113	predicted & curated	3	no
20207734	Q13201_Q15113	DSP predicted	3	no
20406461	A0A0S2Z565_A0A140VJK4	DSP predicted	0	no
20406461	A0A0S2Z565_B7Z1F9	DSP predicted	0	no
20406461	A0A0S2Z565_P08263	DSP predicted	0	no
20406461	A0A0S2Z565_P09211	DSP predicted	0	no
20406461	A0A0S2Z565_P09488	DSP predicted	0	no
20406461	A0A0S2Z565_P28161	DSP predicted	0	no
20406461	A0A0S2Z565_Q0D2I8	DSP predicted	0	no
20406461	A0A0S2Z565_Q7LGC8	DSP predicted	0	no
20406461	A0A0S2Z565_Q9BRX2	DSP predicted	0	no
20406461	A0A0S2Z565_V9HWE9	DSP predicted	0	no
20406461	A0A0S2Z565_X5D932	DSP predicted	0	no
20406461	A0A0S2Z565_X5DR03	DSP predicted	0	no
20406461	A0A0S2Z591_A0A140VJK4	DSP predicted	0	no
20406461	A0A0S2Z591_B7Z1F9	DSP predicted	0	no
20406461	A0A0S2Z591_P08263	DSP predicted	0	no
20406461	A0A0S2Z591_P09211	DSP predicted	0	no
20406461	A0A0S2Z591_P09488	DSP predicted	0	no
20406461	A0A0S2Z591_P28161	DSP predicted	0	no
20406461	A0A0S2Z591_Q0D2I8	DSP predicted	0	no
20406461	A0A0S2Z591_Q7LGC8	DSP predicted	0	no
20406461	A0A0S2Z591_Q9BRX2	DSP predicted	0	no
20406461	A0A0S2Z591_V9HWE9	DSP predicted	0	no
20406461	A0A0S2Z591_X5D932	DSP predicted	0	no
20406461	A0A0S2Z591_X5DR03	DSP predicted	0	no
20406461	A0A140VJK4_O00165	DSP predicted	0	no
20406461	A0A140VJK4_P09488	DSP predicted	0	no
20406461	A0A140VJK4_X5D932	DSP predicted	0	no
20406461	A0A140VJK4_X5DR03	DSP predicted	0	no
20406461	A6NI47_O75821	DSP predicted	0	no
20406461	A6NI47_P78539	DSP predicted	0	no
20406461	A6NI47_Q9BRX2	DSP predicted	0	no
20406461	B7Z1F9_O00165	DSP predicted	0	no
20406461	B7Z1F9_P09488	DSP predicted	0	no
20406461	B7Z1F9_X5D932	DSP predicted	0	no
20406461	B7Z1F9_X5DR03	DSP predicted	0	no
20406461	O00165_P08263	DSP predicted	0	no
20406461	O00165_P09211	DSP predicted	0	no
20406461	O00165_P09488	DSP predicted	0	no
20406461	O00165_P28161	DSP predicted	0	no
20406461	O00165_Q0D2I8	DSP predicted	0	no
20406461	O00165_Q7LGC8	DSP predicted	0	no
20406461	O00165_Q86UG4	DSP predicted	0	no
20406461	O00165_Q8NCG5	DSP predicted	0	no
20406461	O00165_Q9BRX2	predicted & curated	0	no
20406461	O00165_V9HWE9	DSP predicted	0	no
20406461	O00165_X5D932	DSP predicted	0	no
20406461	O00165_X5DR03	DSP predicted	0	no
20406461	O75821_Q6FII1	DSP predicted	0	no
20406461	O75821_Q9BRX2	predicted & curated	0	no
20406461	O75821_Q9Y2Q3	DSP predicted	0	no
20406461	P08263_P09488	DSP predicted	0	no
20406461	P08263_X5D932	DSP predicted	0	no
20406461	P08263_X5DR03	DSP predicted	0	no
20406461	P28161_P78539	DSP predicted	0	no
20406461	P46199_Q05823	DSP predicted	0	no
20406461	P78539_Q0D2I8	DSP predicted	0	no
20406461	P78539_Q6FII1	DSP predicted	0	no
20406461	P78539_Q9BRX2	predicted & curated	0	no
20406461	P78539_Q9Y2Q3	DSP predicted	0	no
20406461	Q05823_Q6P1N2	DSP predicted	0	no
20406461	Q05823_Q92754	DSP predicted	0	no
20406461	Q6FII1_Q9BRX2	DSP predicted	0	no
20406461	Q86UG4_Q9BRX2	DSP predicted	0	no
20406461	Q9BRX2_Q9Y2Q3	DSP predicted	0	no
20519495	O43323_Q4KMG0	IMEx curated		
20519495	O43323_Q9BWV1	IMEx curated		
20519495	Q13635_Q15465	DSP predicted	0	yes
20519495	Q13635_Q4KMG0	DSP predicted	0	yes
20519495	Q14623_Q4KMG0	IMEx curated		
20519495	Q14623_Q9BWV1	IMEx curated		
20519495	Q15465_Q4KMG0	DSP predicted	0	yes
20519495	Q4KMG0_Q62226	IMEx curated		
20519495	Q62226_Q9BWV1	IMEx curated		
20526328	A0A0A0MRS8_B4DV51	DSP predicted	0	no
20526328	A0A0A0MRS8_P62826	DSP predicted	0	no
20526328	B4DV51_Q9P2E2	DSP predicted	0	no
20526328	O00139_O15066	DSP predicted	0	no
20526328	O00139_Q16667	DSP predicted	0	no
20526328	O00139_Q9P2E2	DSP predicted	0	no
20526328	O00139_Q9Y496	DSP predicted	0	no
20526328	O15066_Q9P2E2	DSP predicted	0	no
20526328	P62826_Q9P2E2	DSP predicted	0	no
20526328	Q16667_Q9P2E2	DSP predicted	0	no
20526328	Q92973_Q9P2E2	predicted & curated	0	no
20526328	Q92973_Q9UJA2	DSP predicted	0	no
20526328	Q9P2E2_Q9UJA2	DSP predicted	0	no
20526328	Q9P2E2_Q9Y496	DSP predicted	0	no
20565848	A0A024R230_Q6PKX4	DSP predicted	1	no
20565848	A0A024R230_Q9P104	DSP predicted	1	no
20565848	A0A024R6S2_A0A024RDB2	DSP predicted	1	no
20565848	A0A024R6S2_A0A024RDE5	DSP predicted	1	no
20565848	A0A024R6S2_A0A0S2Z4Y3	DSP predicted	1	no
20565848	A0A024R6S2_B3KP83	DSP predicted	1	no
20565848	A0A024R6S2_B4DJN1	DSP predicted	1	no
20565848	A0A024R6S2_P16333	DSP predicted	1	no
20565848	A0A024R6S2_P20936	DSP predicted	1	no
20565848	A0A024R6S2_Q14CB2	DSP predicted	1	no
20565848	A0A024R6S2_Q15256	DSP predicted	1	no
20565848	A0A024R6S2_Q2TA81	DSP predicted	1	no
20565848	A0A024R6S2_Q59GK3	DSP predicted	1	no
20565848	A0A024R6S2_Q6PKX4	DSP predicted	1	no
20565848	A0A024R6S2_Q7Z2V8	DSP predicted	1	no
20565848	A0A024R6S2_Q92835	DSP predicted	1	no
20565848	A0A024R6S2_Q99704	DSP predicted	1	no
20565848	A0A024R6S2_Q9P104	DSP predicted	1	no
20565848	A0A024R6S2_Q9UN86	DSP predicted	1	no
20565848	A0A024RC24_A0A087WWU8	DSP predicted	1	no
20565848	A0A024RC24_A0A0S2Z4G4	DSP predicted	1	no
20565848	A0A024RC24_A0A0S2Z4I4	DSP predicted	1	no
20565848	A0A024RC24_B4DQ80	DSP predicted	1	no
20565848	A0A024RC24_P06753	DSP predicted	1	no
20565848	A0A024RC24_P29353	DSP predicted	1	no
20565848	A0A024RDB2_B3KP83	DSP predicted	1	no
20565848	A0A024RDB2_B4DJN1	DSP predicted	1	no
20565848	A0A024RDB2_H3BQ19	DSP predicted	1	no
20565848	A0A024RDB2_Q14CB2	DSP predicted	1	no
20565848	A0A024RDB2_Q2TA81	DSP predicted	1	no
20565848	A0A024RDB2_Q6PKX4	DSP predicted	1	no
20565848	A0A024RDB2_Q8TEW6	DSP predicted	1	no
20565848	A0A024RDB2_Q92835	DSP predicted	1	no
20565848	A0A024RDB2_Q99704	DSP predicted	1	no
20565848	A0A024RDB2_Q9P104	DSP predicted	1	no
20565848	A0A024RDE5_B3KP83	DSP predicted	1	no
20565848	A0A024RDE5_B4DJN1	DSP predicted	1	no
20565848	A0A024RDE5_H3BQ19	DSP predicted	1	no
20565848	A0A024RDE5_Q14CB2	DSP predicted	1	no
20565848	A0A024RDE5_Q2TA81	DSP predicted	1	no
20565848	A0A024RDE5_Q6PKX4	DSP predicted	1	no
20565848	A0A024RDE5_Q8TEW6	DSP predicted	1	no
20565848	A0A024RDE5_Q92835	DSP predicted	1	no
20565848	A0A024RDE5_Q99704	DSP predicted	1	no
20565848	A0A024RDE5_Q9P104	DSP predicted	1	no
20565848	A0A087WSY1_B4DSS8	DSP predicted	1	no
20565848	A0A087WSY1_B4DSU5	DSP predicted	1	no
20565848	A0A087WSY1_B7Z7U4	DSP predicted	1	no
20565848	A0A087WSY1_O95193	DSP predicted	1	no
20565848	A0A087WSY1_Q16288	DSP predicted	1	no
20565848	A0A087WSY1_Q6PKX4	DSP predicted	1	no
20565848	A0A087WSY1_Q7RTV2	DSP predicted	1	no
20565848	A0A087WSY1_Q96CY4	DSP predicted	1	no
20565848	A0A087WSY1_Q9H8W4	DSP predicted	1	no
